cellule ;largeur de bande;charge_CCE;charge_PRB;CQI;débit;NBR_UE;Trafic ;congested 
1;10;13,62811667;5;10,96071511;0,134373486;0,877257423;2,84E-05;0
2;10;67,18707238;90;7,732581998;0,224501342;7,479491531;0,720454574;0
3;10;78,52677682;61;7,693118082;0,226520851;16,63980058;1,617531896;0
4;10;3,518276868;5;9,264000297;0,244048685;0,99669967;6,44E-06;0
5;10;57,79328821;95;8,590487368;0,274155915;7,886607144;0,927138567;0
6;10;4,931690968;5;8,129534596;0,29462406;0,889399353;0,000183582;0
7;10;4,629115827;5;12,2893477;0,305502832;0,96875;1,92E-05;0
8;15;29,91777939;95;12,0202934;0,308930993;68,49748353;9,081031442;0
9;10;38,0979205;6;9,937885706;0,323499501;1,307250288;0,027609229;0
10;10;61,42133145;95;8,023760611;0,325709105;7,210629802;1,007261515;0
11;15;3,882409295;5;8,843699111;0,344827592;1;1,19E-06;0
12;10;54,35678019;95;10,61041128;0,356370896;7,217755545;1,102873564;0
13;10;59,17578179;94,33333333;8,316446303;0,359216928;8,142288134;1,249079227;0
14;10;55,6861479;94,83333333;7,476149812;0,399504989;7,894309819;1,350487828;0
15;10;60,85379084;89,83333333;6,790278682;0,411517143;14,26081998;2,496571779;0
16;10;70,5231415;77,16666667;7,715717974;0,420589209;3,593178901;0,462760806;0
17;10;44,9355376;91;9,816779881;0,422917038;5,026563148;0,866964459;0
18;10;51,75526743;94,5;8,70481289;0,426246434;7,067029312;1,287136078;0
19;10;63,50575238;88,83333333;7,121264543;0,441674799;15,22800898;2,878439188;0
20;10;57,48733142;93,33333333;7,07727512;0,451131612;16,97869578;3,287018061;0
21;10;4,834447163;5;7,695100208;0,457150817;0,990901572;0,000195861;0
22;15;3,853593877;5;12,14371107;0,467289716;1;5,96E-06;0
23;10;52,03169521;94,77777778;9,792400901;0,481866539;7,467817528;1,537135124;0
24;10;59,25304339;93,16666667;7,571542621;0,49212718;15,6929689;3,314055085;0
25;10;65,86229979;87,83333333;8,357692866;0,518274426;4,785203071;1,038783789;0
26;10;7,142473003;5;11,90458388;0,525159717;0,787497973;0,001214862;0
27;10;55,49496705;92,83333333;8,687513771;0,535799503;22,84403253;5,244904399;1
28;10;51,97737968;92,66666667;8,174218574;0,53611815;17,9592693;4,062395215;1
29;10;50,69392182;91,83333333;9,274753544;0,536327481;6,068485304;1,350035787;0
30;10;68,5721642;79,33333333;7,307759993;0,538955986;9,220324755;2,093104959;0
31;10;7,537905388;15;11,70182168;0,54141432;1,00644821;0,080781579;0
32;15;60,12623234;93,83333333;9,116947825;0,54322654;23,08746772;5,382122636;1
33;15;70,2026563;76;7,847741683;0,543918252;17,32600771;4,038771033;1
34;10;57,68674814;94,5;9,471485041;0,566417336;3,147629075;0,760183692;0
35;15;4,292284927;5;13,79528419;0,571428597;1;4,77E-07;0
36;10;64,46944212;91,66666667;8,846047987;0,574801028;4,697841419;1,153441548;0
37;15;52,94627279;93,66666667;7,206074081;0,57564944;19,79919414;4,867495418;1
38;10;50,79179459;88;12,44182907;0,57827431;4,486138871;1,030810595;0
39;10;76,77680623;63,16666667;8,455311089;0,578286588;12,69500718;3,14802444;0
40;10;55,35476954;89;6,413013142;0,583215952;7,524470576;1,366663456;0
41;10;56,62147346;90,66666667;9,201974555;0,585075259;3,876936274;0,930214405;0
42;10;50,0100614;90,5;8,515550279;0,594327867;4,766006231;1,161223054;0
43;10;59,11014903;87;7,300354441;0,59479177;11,03131084;2,77065289;0
44;10;56,77499931;94,33333333;9,990806073;0,597823977;3,640752118;0,928163886;0
45;10;57,7479259;90,66666667;8,371143174;0,609773993;13,72905659;3,558686376;0
46;10;61,10220081;90,83333333;7,474477135;0,613355458;11,93858722;3,131189346;0
47;10;4,520102158;5;14,9227855;0,613436997;0,997884344;9,86E-05;0
48;10;59,05643613;95;11,96196158;0,617058575;6,61795782;1,752141833;0
49;10;35,11502031;53,83333333;8,329460833;0,617814004;12,49305388;2,037477136;0
50;10;48,92488502;85,33333333;7,736803233;0,625326216;3,841002585;0,952230692;0
51;10;48,49990805;95;10,56156248;0,633027136;5,974722518;1,621041894;0
52;10;43,69101649;88,83333333;8,776145377;0,634348392;4,572036159;1,166439772;0
53;10;74,10895576;82,33333333;7,786672197;0,634652853;12,69777824;3,454108953;0
54;10;61,67680699;91,66666667;9,611617427;0,639698803;4,483839254;1,212437153;0
55;10;65,81303554;81,33333333;7,826308632;0,65686667;4,946530428;1,373543859;0
56;15;65,28979845;74,5;6,237442569;0,667673409;8,178959048;2,284049869;0
57;10;6,175092114;5,5;7,786175485;0,671232879;1;5,84E-05;0
58;10;54,98489742;93;6,930717526;0,678687036;10,51680956;3,024745703;0
59;10;55,54206983;91;10,71284129;0,68226409;4,132621895;1,157931328;0
60;10;30,78785483;68,55555556;9,586949874;0,686728776;2,444583612;0,38602674;0
61;10;40,97482409;87,5;7,212093148;0,6938591;2,823693467;0,76241684;0
62;10;66,24610784;82,5;6,710826209;0,70212698;6,879477578;2,025886416;0
63;10;25,27148437;55,33333333;14,48416406;0,703426778;1,057105388;0,163306117;0
64;10;3,517778236;5;5,236651915;0,707692325;0,984848485;1,10E-05;0
65;10;41,3550241;81,33333333;9,178601607;0,716681778;3,044253499;0,824128866;0
66;10;37,07167072;31,66666667;7,123781829;0,723269641;6,092761268;0,82854104;0
67;10;61,88107748;89;8,481750846;0,727927744;11,41507138;3,54641366;0
68;15;53,93462017;95;9,180660839;0,729396582;25,05246829;7,840719461;1
69;10;56,13992864;94,33333333;6,728827334;0,729594529;8,044540485;2,511760831;0
70;15;3,185868911;5;10,42595256;0,732142866;1;1,47E-05;0
71;15;4,386625992;6,333333333;10,91371525;0,732551098;1,000254745;0,000576854;0
72;10;68,56384512;77,5;7,636535452;0,733938694;8,804024993;2,727367163;0
73;10;5,698629456;5,166666667;13,96437244;0,734501123;0,974441466;0,000954747;0
74;15;55,06219686;93,16666667;8,434941423;0,735068917;19,29960092;6,078140259;1
75;10;4,572333954;5;7,5476072;0,748538017;1;1,53E-05;0
76;10;5,334936593;5,833333333;10,20808887;0,748683333;0,963123142;0,004829764;0
77;15;3,38104456;5,166666667;6,666508112;0,749521375;0,996779388;0,000107765;0
78;15;3,329237036;5,333333333;9,567953359;0,750211179;0,930555556;1,32E-05;0
79;10;56,67872273;93,66666667;8,102890484;0,751104355;13,95761545;4,490285754;1
80;10;54,56188097;88,33333333;9,939916567;0,753240347;3,445307758;1,043823481;0
81;15;61,54563511;86,16666667;7,586275634;0,753350377;15,46904056;4,971143961;1
82;10;41,64331541;87,33333333;8,020074062;0,754937232;12,36147776;3,699270129;0
83;10;51,49962638;88;10,50967136;0,755879521;2,941946967;0,890784621;0
84;10;57,21533062;90,33333333;11,25803954;0,762201786;3,133428736;0,982825279;0
85;10;47,84036349;89,66666667;6,432153294;0,763434112;6,334851236;1,955929995;0
86;10;65,78963765;83;7,723998373;0,766463578;7,936806549;2,553091168;0
87;10;57,68369174;78,83333333;9,349016342;0,767113864;3,479432185;1,016950965;0
88;10;55,13434168;92,83333333;8,595116902;0,77086097;12,84459985;4,217672229;1
89;10;61,197809;90;9,7671805;0,772505581;5,276412886;1,706062913;0
90;10;61,22042141;86,83333333;9,099039562;0,772926986;2,770837939;0,866218448;0
91;10;47,27975387;89,66666667;9,266379102;0,776094973;15,51231284;4,914040208;0
92;10;56,55610947;80,5;9,111706996;0,776495397;3,962781342;1,175304532;0
93;10;53,21911821;78,16666667;8,862572002;0,778758466;2,611090279;0,744705915;0
94;10;71,31302449;65;7,916493877;0,784158409;7,198982892;2,195965052;0
95;10;51,73550589;95;7,908240838;0,784665227;6,68088572;2,248637795;0
96;15;62,58203418;83;7,934299822;0,785535932;13,51934551;4,524052858;1
97;10;40,58777405;6,666666667;14,09350457;0,788647592;1,182001708;0,079928994;0
98;10;49,46005661;69,5;9,025136736;0,790600002;8,292161713;2,3264184;0
99;10;49,96408149;91,16666667;12,83124768;0,790791929;3,123495273;1,005645037;0
100;10;50,64225609;92,33333333;8,940493026;0,793544769;15,34205172;5,134129763;1
101;10;65,85334154;84,16666667;8,514334398;0,794530451;11,22333538;3,826528192;0
102;15;53,1965875;92,33333333;7,725740195;0,795459926;12,01251326;4,083581805;1
103;15;58,45091919;92,5;9,976914773;0,798834085;20,96527089;7,186972976;1
104;10;49,79987814;94,83333333;7,544321059;0,806291521;8,533464635;2,93642056;0
105;10;58,72913519;90,33333333;7,924991282;0,808758855;8,721651023;2,99238956;0
106;15;59,24910155;90,66666667;8,196941207;0,817383528;16,26916635;5,706605315;1
107;10;49,07043825;66,16666667;8,983303844;0,818930268;2,237810857;0,554537654;0
108;15;65,82120845;92,66666667;8,731211498;0,819844067;19,8942223;6,998041153;1
109;10;39,30199344;57,33333333;6,225391834;0,82171607;7,034245707;1,636799574;0
110;10;38,70542544;83,83333333;10,32803526;0,821744323;2,759767495;0,857321858;0
111;10;48,74439462;91;6,703892276;0,821780682;5,81367459;1,963049173;0
112;10;41,78983722;63,33333333;9,819121016;0,824668288;2,294469353;0,545105934;0
113;10;37,90473328;83,16666667;7,325322557;0,825687587;5,497236058;1,669899583;0
114;10;44,59458367;93,83333333;7,074347341;0,832218468;7,661134834;2,699265838;0
115;15;54,78537733;91,83333333;8,085903285;0,835619867;17,13970644;6,103129864;1
116;10;50,4744859;94,55555556;7,077195022;0,838533998;5,937687041;1,594285369;0
117;10;55,38989091;93;8,322624319;0,844627559;10,13870025;3,672440767;0
118;15;48,33406576;93,33333333;9,317853398;0,844751835;9,464332499;3,38770771;0
119;15;60,25688486;88,16666667;8,240575279;0,845261633;13,82367172;5,005561709;1
120;15;3,176082254;5;12,25742463;0,850467265;1;1,08E-05;0
121;10;59,29487247;88,16666667;8,768961834;0,851876318;3,445410988;1,199219108;0
122;15;63,5744685;79,66666667;8,299483339;0,859664857;13,77992014;5,043834567;1
123;15;51,37658938;89,33333333;7,836084278;0,860217571;12,25490862;4,375719905;1
124;10;51,42751316;88,83333333;10,02947069;0,86047703;4,763235884;1,687081695;0
125;10;4,563261111;5;12,63825919;0,862704635;0,738255034;5,19E-05;0
126;10;62,59785147;29,5;12,67809135;0,870316744;2,785535336;0,844056129;0
127;10;44,25495176;94,66666667;6,470489163;0,872974455;6,41648102;2,386502385;0
128;10;59,67891187;90;9,01063368;0,881254315;12,92181051;4,866991639;1
129;10;60,07520818;82,5;6,925288334;0,881798804;5,700520497;2,044995546;0
130;10;46,92555871;88,33333333;6,731993672;0,881885409;5,533295004;1,925388932;0
131;10;51,61246376;94,66666667;8,737160475;0,8829422;15,10322105;5,719030619;1
132;10;50,16424186;93,83333333;5,747486575;0,889918566;4,815708861;1,79068172;0
133;10;20,17924942;35,33333333;11,31742682;0,890183508;1,7363554;0,256859183;0
134;15;58,2343933;90,66666667;10,41498605;0,893312454;29,44283977;11,2866869;1
135;10;9,049867093;7;10,57111695;0,893894136;1,000451718;0,003068089;0
136;10;50,00893982;80,83333333;7,612392288;0,897052944;5,647956561;1,942105293;0
137;10;50,16045985;90;7,133576486;0,897244275;6,818271466;2,533671975;0
138;10;51,52793774;80,83333333;7,097374041;0,897738218;6,8893819;2,414552569;0
139;10;38,31378688;92,5;9,22413171;0,898553491;3,623187523;1,356363177;0
140;10;59,72034097;79,5;6,936394332;0,89872849;2,477806833;0,861583114;0
141;10;50,29227437;92;6,52452537;0,899164915;5,555006026;2,088214397;0
142;10;55,12871108;93,33333333;8,563895152;0,900975883;12,88920092;4,977429986;1
143;10;66,36897394;82,5;8,364399579;0,901035249;9,37655119;3,623208165;0
144;10;65,57874609;81,16666667;8,154015489;0,903562605;3,015436187;1,106429696;0
145;10;30,34824438;61,83333333;7,971018593;0,907961547;1,919669322;0,500866652;0
146;15;54,69614207;92,16666667;7,750798989;0,910870314;11,57468616;4,483896136;1
147;15;56,91518257;94;7,841045676;0,911846161;15,33598279;5,996875167;1
148;10;41,41981538;88,16666667;5,761987613;0,913226485;4,173945713;1,484609723;0
149;10;55,20619669;92,77777778;8,529970608;0,913651526;9,986717695;3,753015637;0
150;10;4,674339262;5;11,88556933;0,913786948;0,998413957;0,000133991;0
151;10;57,97736413;92,66666667;7,249799296;0,914787889;5,978770887;2,307436347;0
152;15;59,35424291;89,16666667;10,05116396;0,915272176;23,39589836;9,181440473;1
153;10;52,96735465;77,33333333;10,10632458;0,920375824;2,367104576;0,805571079;0
154;15;55,44117353;92;8,565064009;0,922868133;16,21221586;6,392775536;1
155;10;25,76229792;29,66666667;8,165039696;0,925345778;7,035886599;1,076494813;0
156;10;3,528169409;5;6,588999014;0,92592591;0,96;3,81E-06;0
157;10;57,2340443;81,16666667;7,554398976;0,927128971;6,274565647;2,303709865;0
158;10;64,8410918;68,5;7,232221554;0,928156435;5,587142555;2,052746177;0
159;10;68,49910691;73,83333333;8,498920011;0,929007769;7,745748265;2,979113102;0
160;10;43,10988469;76,66666667;5,784437382;0,934165895;3,924754847;1,298252702;0
161;10;48,88102242;94,33333333;6,861790641;0,935216129;4,63902993;1,855369449;0
162;10;58,51057466;75,5;6,876699387;0,941782117;5,935637786;2,157107115;0
163;15;51,92295673;94,83333333;8,8585758;0,94389832;17,45533025;7,07053268;1
164;15;3,346360967;5,166666667;6,858869229;0,949790776;0,991701245;2,71E-05;0
165;15;60,16761661;87;8,055778841;0,952615499;12,95491774;5,282724738;1
166;15;56,89893768;90,83333333;8,512786137;0,954907954;14,17186341;5,769911766;1
167;15;52,56855297;94,66666667;7,915658778;0,956629097;15,05844601;6,179676294;1
168;10;57,5045974;92,66666667;6,665648961;0,956744611;5,903249123;2,42372489;0
169;10;47,86932888;65,33333333;10,00190278;0,964991689;2,008028289;0,597522497;0
170;15;56,74769722;88,66666667;9,306814117;0,969512463;14,88641925;6,14978683;1
171;15;51,38463578;93,16666667;7,013280517;0,97044003;9,463823678;3,889481902;0
172;10;57,66123651;92;9,739961313;0,973863423;2,768246532;1,127934575;0
173;15;4,226371996;5,333333333;8,8506483;0,975450099;1;0,000213146;0
174;10;42,85903299;83,66666667;8,847250485;0,976318836;13,20429062;4,895269275;0
175;15;50,37208102;95;7,501107875;0,978821635;14,8230442;6,222934008;1
176;10;48,15631366;94,66666667;8,42426565;0,979328752;12,52355789;5,251116157;0
177;15;55,56523179;92,66666667;9,420879397;0,980130732;18,81256419;7,907798052;1
178;10;56,02275249;92,5;7,909594859;0,982860208;8,260656372;3,472207427;0
179;10;38,33048233;94,33333333;8,7666843;0,984375;13,28583415;5,566794753;0
180;10;46,86173384;43;7,142940002;0,990058482;3,329726283;0,849228978;0
181;10;57,88478045;78,66666667;8,265139455;0,990597427;2,844856665;1,080387115;0
182;15;59,60105898;83,83333333;8,629439742;0,991013467;12,15074652;5,050801277;1
183;10;44,08231874;87;8,899430088;0,991734028;3,220541388;1,261774778;0
184;10;53,45878759;93,83333333;8,496091417;0,992254317;10,1640089;4,315781474;1
185;15;57,0882669;87;7,814742582;0,992780864;11,56670236;4,85248065;1
186;10;50,12320923;89;8,299405347;0,999746382;8,290537179;3,394054651;0
187;10;4,583124184;5;10,13794343;1;1;3,22E-06;0
188;10;72,37661024;48,66666667;8,906282836;1,003055096;5,910179662;2,417691112;0
189;10;56,60863477;89,66666667;9,59471936;1,003628254;10,6684925;4,545409441;1
190;10;67,48344934;66,5;7,524311617;1,004724622;5,503581931;2,20420289;0
191;10;4,920496246;5,166666667;8,184167746;1,005671024;1;6,34E-05;0
192;15;46,45187211;94,16666667;8,94982417;1,011718512;18,73921357;8,082514048;0
193;15;56,42809959;94,83333333;8,953374966;1,015537977;17,78144828;7,74775517;1
194;10;58,26065417;89,5;7,694622011;1,017242789;5,093032854;2,208653927;0
195;15;56,91459799;92;9,410718905;1,017358661;18,13783844;7,918708324;1
196;10;54,70480858;92,5;8,450569733;1,017877221;8,852880887;3,831314445;0
197;15;51,82539774;95;9,999957631;1,021321177;26,03887742;11,4074086;1
198;15;60,63860233;86,66666667;9,056574292;1,022775888;12,32706803;5,394673824;1
199;10;56,38784705;87,66666667;8,965467427;1,023941278;9,095593609;3,930262327;0
200;15;49,53269742;93,5;8,445143539;1,02649188;14,19618046;6,165262222;0
201;15;51,67873937;94,83333333;9,169681575;1,031723499;19,15653524;8,48140049;1
202;10;56,99928998;77,83333333;8,853425497;1,031908274;7,95596118;3,218931198;0
203;15;52,18786825;86;10,27514673;1,032019615;20,84361059;8,926298499;1
204;15;49,49348042;91,16666667;8,624051994;1,033804417;14,31303708;6,107091784;0
205;10;52,62470006;93,16666667;7,57416949;1,033970118;7,982234063;3,512654781;0
206;15;48,37177147;91;8,174161268;1,034922719;13,50400804;5,842444181;0
207;10;56,06568836;91,5;7,620481048;1,04010725;7,08606284;3,095838904;0
208;15;45,71197463;93,16666667;10,12182075;1,041389704;23,93016152;10,59362602;0
209;10;46,14171724;95;7,034934348;1,043596268;8,072262354;3,595596194;0
210;10;35,27622758;56,5;12,96888748;1,046221852;2,106949092;0,553507924;0
211;10;48,37975826;95;8,628430331;1,046869993;10,26753579;4,611825943;0
212;10;48,60383439;95;8,319743115;1,054895401;11,3120861;5,105938792;0
213;10;71,98181674;71,66666667;6,92651175;1,055279493;4,942349075;2,071336627;0
214;10;35,14901525;30,16666667;7,99664298;1,055711389;7,312558526;1,485959053;0
215;10;25,28603636;85,16666667;9,976399087;1,058700323;1,378868042;0,550704002;0
216;10;44,97507979;84,33333333;9,227103417;1,05876863;3,188500388;1,322899818;0
217;15;42,2612316;91,33333333;7,507800121;1,06081295;7,336029004;3,192645073;0
218;10;52,12784893;72,83333333;7,307911857;1,062666893;1,946291048;0,71517694;0
219;10;47,67525923;92,16666667;7,602082194;1,063505769;6,460652853;2,862783194;0
220;10;11,1730393;7,333333333;9,851780486;1,066864133;7,035925773;0,248579264;0
221;10;48,47999196;90,33333333;8,749024099;1,068615437;11,45552082;5,07636559;0
222;10;4,740372326;6;11,03583506;1,078073144;1;7,74E-05;0
223;10;59,24809027;84,83333333;8,599678341;1,078500628;9,053257106;4,116674185;1
224;15;44,84744866;93,5;10,00300637;1,080018878;24,38245099;11,16948509;0
225;10;25,99300468;51,66666667;10,0180287;1,080966592;2,083955201;0,533309698;0
226;10;63,10082536;85,16666667;6,844722169;1,081391573;5,27500869;2,310331583;0
227;10;44,49763354;74,16666667;7,228073863;1,081775546;6,461962032;2,574074745;0
228;10;58,41509643;84,5;8,404043537;1,083630562;10,14521504;4,494133234;1
229;10;37,38226338;56,66666667;7,765065507;1,084331751;2,807478917;0,753711939;0
230;15;53,08583193;94,66666667;6,64404758;1,087127328;11,90514497;5,547023177;1
231;10;26,82848757;93,83333333;7,472976339;1,088690162;8,214739009;3,774539351;0
232;10;52,283675;89,33333333;7,789254628;1,090529323;6,15625391;2,759110808;0
233;10;52,09633284;90,83333333;7,974954685;1,090752125;7,507135044;3,42692101;0
234;10;55,79298977;76,83333333;10,55032067;1,091935515;3,126146723;1,259444952;0
235;10;44,89599766;71,5;9,216483118;1,093179345;2,413106454;0,862353563;0
236;15;52,60623067;93;8,234142462;1,09670949;12,71857953;5,948341846;1
237;10;47,9359365;94,66666667;8,927498476;1,096932054;9,084199461;4,254760861;0
238;10;47,11181517;72;8,355071309;1,097191334;2,539921076;0,929484725;0
239;10;51,51879916;63,83333333;9,701922705;1,099012613;2,030296797;0,72419548;0
240;10;63,88785599;83,33333333;7,853077741;1,100173831;7,784667169;3,63287735;0
241;10;60,55410828;88,33333333;9,371893293;1,100751042;11,83450498;5,576711059;1
242;10;41,80070199;78,16666667;12,45917913;1,105551243;1,803887494;0,694691062;0
243;10;52,92365986;93;8,980958742;1,106478453;10,25651775;4,835071683;1
244;10;56,93689056;92,16666667;9,3768838;1,107546926;12,9599116;6,13240397;1
245;10;49,47903755;84,33333333;7,47479795;1,109359145;4,659121346;2,02342236;0
246;10;12,63190988;6,666666667;9,202662939;1,111308217;3,264999141;0,151052117;0
247;10;38,79760232;90,33333333;6,655350369;1,111433268;5,402937883;2,399443388;0
248;10;51,34000447;90,16666667;8,209693858;1,112532139;8,618356217;3,99838078;0
249;10;45,22892771;68;6,8876287;1,113045096;1,838845327;0,587409854;0
250;10;58,8618314;81,66666667;8,090529425;1,115938306;6,991846002;3,186089754;0
251;10;53,98499478;81,83333333;7,555449245;1,118878245;2,439469509;1,046404958;0
252;10;40,25904034;79;9,488022492;1,122599483;3,101292594;1,266924381;0
253;15;58,21084374;94,83333333;8,44539568;1,124631166;16,04659395;7,74350667;1
254;10;3,551470868;5;5,966703881;1,125;1;1,07E-06;0
255;10;57,27336113;78,5;7,838191355;1,126520276;6,87406473;3,039281011;0
256;10;62,96248293;86,66666667;8,497217667;1,126755714;10,81566019;5,229173183;1
257;15;51,12699715;95;9,025941391;1,127971768;16,26900647;7,87235868;1
258;10;63,89772087;77;7,106976339;1,128102064;5,064230734;2,180540442;0
259;15;50,42397571;94,33333333;7,807497428;1,128725767;12,21961771;5,893515825;1
260;15;60,54763107;83,33333333;8,305881801;1,129421949;11,76353946;5,663212657;1
261;10;48,30275978;90;7,172953816;1,12975812;4,973580469;2,321527719;0
262;10;49,58601105;91,5;8,444719818;1,130955219;8,55628444;4,055428386;0
263;10;52,91058611;70,16666667;9,361339061;1,131866217;2,277167737;0,864120364;0
264;15;48,10427345;93,83333333;8,184160704;1,134788871;9,419481412;4,538683176;0
265;15;55,16355936;92,66666667;8,984721157;1,135908604;14,34775276;6,977306962;1
266;10;4,860086111;5;8,179764804;1,136363626;0,733333333;2,98E-06;0
267;15;5,868002709;8;14,16282921;1,136835337;1,01345393;0,149891615;0
268;10;44,07806389;86;12,10374179;1,138476729;1,733969703;0,749361992;0
269;10;38,95893289;57,66666667;11,59924353;1,140382409;1,892917063;0,567499399;0
270;10;51,9912195;49,33333333;7,644907053;1,143252254;2,192792192;0,748506904;0
271;10;61,88671744;84,33333333;7,912046116;1,144789457;7,0271871;3,371309757;0
272;10;40,75058939;68,66666667;8,606596275;1,14503324;1,762406;0,621891856;0
273;10;55,241451;87;7,239729696;1,145762801;3,075108147;1,047652006;0
274;15;53,71923505;93,16666667;7,54262628;1,15387857;11,45075741;5,642361403;1
275;15;46,2661044;92,33333333;8,872018597;1,155305028;13,55980741;6,577604771;0
276;15;57,8050779;91,33333333;9,38345128;1,156686544;16,97682182;8,426877737;1
277;10;47,41566023;83,5;10,7863185;1,158633113;2,667919096;1,163354874;0
278;15;3,888297123;5;13,61490348;1,164383531;1;1,01E-05;0
279;10;49,10138222;88;7,32424792;1,164659858;5,57720547;2,643631577;0
280;10;47,13799608;57;7,540311531;1,169089198;5,917228093;1,990072966;0
281;10;26,28218501;76,5;9,120200408;1,175946116;1,721675751;0,716411471;0
282;10;15,99198633;13,83333333;10,15829591;1,178025126;1,063010604;0,166407585;0
283;10;23,98508123;41,16666667;11,47423991;1,179018736;1,383591145;0,293832541;0
284;10;51,31069288;79,83333333;7,603547013;1,179783821;5,489982837;2,496334672;0
285;15;58,23660162;94,33333333;8,479957618;1,180000663;12,75515642;6,453535318;1
286;15;54,47689419;93,16666667;9,235179468;1,180215597;15,63611184;7,915604472;1
287;10;4,551102026;5;6,970867683;1,181818128;1;4,65E-06;0
288;10;4,5267125;5;12,12851159;1,1875;1;1,13E-05;0
289;15;42,31740008;88,33333333;8,618279368;1,188203216;12,50271877;5,965641856;0
290;10;39,33499343;71,66666667;8,962791469;1,188432336;2,269655169;0,861682892;0
291;15;67,8580797;68,33333333;7,267253058;1,189448714;6,431196668;3,127522469;0
292;10;46,17489072;90,33333333;7,966402212;1,191173434;7,072723075;3,445144296;0
293;15;60,95718313;84,66666667;9,990944345;1,19454205;17,43384144;8,872292638;1
294;10;41,00297954;68;10,44566735;1,19570446;2,15933404;0,793256879;0
295;15;59,73794431;80,83333333;9,546277474;1,19719553;11,38527953;5,762057543;1
296;10;37,9981519;80,5;8,393114371;1,205198407;3,37558828;1,411875129;0
297;10;46,36040725;87,83333333;7,398155035;1,206990838;5,044765679;2,439571857;0
298;10;52,22852909;85,33333333;8,687922907;1,210770011;7,281256862;3,594124794;0
299;10;61,16893257;67,22222222;12,46304494;1,216355205;8,688821825;4,202700377;0
300;10;35,77248194;65;11,20175041;1,219704628;1,436568735;0,509175539;0
301;15;51,2036538;89,33333333;7,513152874;1,222421646;9,61662454;4,976048946;1
302;15;52,09915619;94,33333333;9,410331439;1,224225283;17,16339498;8,994150758;1
303;10;58,78401166;84;8,057926737;1,228235602;5,989058466;2,992985249;0
304;10;39,07593786;80,5;6,989312407;1,229747534;3,501797244;1,500578761;0
305;10;45,58227639;67,66666667;9,054730784;1,231338501;1,908210858;0,732067347;0
306;10;60,5155387;76,33333333;6,993792469;1,232938766;4,316882892;2,012095213;0
307;15;54,02806456;93;8,738553732;1,235024333;13,04463798;6,876305223;1
308;10;40,13415556;82,66666667;7,311528489;1,235148191;4,340565744;1,972715378;0
309;15;48,43119254;94,66666667;9,080933322;1,235765696;16,59423506;8,775627971;0
310;15;45,88481591;91,33333333;7,059480412;1,236388326;6,909441849;3,566636205;0
311;10;10,71526729;21,16666667;10,90390838;1,237003088;1;0,000482202;0
312;10;46,25018056;57,33333333;7,328020113;1,244787216;2,192857735;0,780736327;0
313;10;41,8311662;91,66666667;8,689398954;1,24588263;8,231716819;3,229959965;0
314;10;58,91944582;91,33333333;7,822996791;1,24813509;8,419052629;4,462580085;1
315;10;23,0740938;18,83333333;11,18392056;1,249129057;1,08768568;0,248664975;0
316;10;55,8202365;81,83333333;8,098782228;1,249729872;6,432869487;3,202654839;0
317;10;9,851802427;7;6,794068328;1,257804036;0,998601442;0,019271135;0
318;15;3,905590171;5;12,71909481;1,259835482;0,998903509;6,21E-05;0
319;10;33,91228407;7,166666667;14,10003527;1,261852741;1,148279448;0,116936445;0
320;15;54,65140276;92,33333333;9,380473624;1,262115002;12,31491599;6,658986807;1
321;10;71,47212493;59,33333333;8,688240105;1,265446901;4,506542953;2,179083943;0
322;10;63,24964971;53,5;9,184192663;1,265613317;2,616329945;1,138015032;0
323;15;55,75970462;88,66666667;7,95926143;1,269361258;9,322158539;5,03016746;1
324;10;67,76558713;45,66666667;7,474569213;1,269946098;3,493315661;1,482669353;0
325;10;52,54451402;83,66666667;8,539572003;1,271805763;7,922586298;4,025225282;1
326;10;38,29485049;85,5;9,242606432;1,272514462;3,970610185;1,963641405;0
327;10;35,06304127;75,83333333;6,402494995;1,274751782;4,251811861;1,841587067;0
